,,counts,frequencies,CI
deva.Bha,भ,11.0,0.19,"(0.1, 0.31)"
deva.Ka,क,28.0,0.48,"(0.35, 0.62)"
deva.Sha,श,19.0,0.33,"(0.21, 0.46)"
