,,counts,frequencies,CI
deva.Ddha,ढ,40.0,0.69,"(0.55, 0.8)"
deva.Ja,ज,4.0,0.07,"(0.02, 0.17)"
deva.Ma,म,14.0,0.24,"(0.14, 0.37)"
