,,counts,frequencies,CI
deva.Bha,भ,5.0,0.09,"(0.03, 0.19)"
deva.E,ए,51.0,0.88,"(0.77, 0.95)"
deva.Ma,म,2.0,0.03,"(0.0, 0.12)"
