,,counts,frequencies,CI
deva.Bha,भ,9.0,0.16,"(0.07, 0.27)"
deva.Ka,क,41.0,0.71,"(0.57, 0.82)"
deva.Na,न,8.0,0.14,"(0.06, 0.25)"
