,,counts,frequencies,CI
deva.Ddha,ढ,4.0,0.07,"(0.02, 0.17)"
deva.E,ए,47.0,0.81,"(0.69, 0.9)"
deva.Ka,क,7.0,0.12,"(0.05, 0.23)"
