,,counts,frequencies,CI
deva.Ja,ज,7.0,0.12,"(0.05, 0.23)"
deva.Ma,म,13.0,0.22,"(0.13, 0.35)"
deva.Sha,श,38.0,0.66,"(0.52, 0.78)"
