,,counts,frequencies,CI
deva.E,ए,27.0,0.47,"(0.33, 0.6)"
deva.Ka,क,17.0,0.29,"(0.18, 0.43)"
deva.Ma,म,14.0,0.24,"(0.14, 0.37)"
