,,counts,frequencies,CI
deva.Ddha,ढ,44.0,0.76,"(0.63, 0.86)"
deva.Ja,ज,4.0,0.07,"(0.02, 0.17)"
deva.Na,न,10.0,0.17,"(0.09, 0.29)"
