,,counts,frequencies,CI
deva.Ma,म,3.0,0.05,"(0.01, 0.14)"
deva.Na,न,5.0,0.09,"(0.03, 0.19)"
deva.Sha,श,50.0,0.86,"(0.75, 0.94)"
