,,counts,frequencies,CI
deva.Da,द,8.0,0.16,"(0.07, 0.29)"
deva.Dha,ध,26.0,0.51,"(0.37, 0.65)"
deva.Nga,ङ,17.0,0.33,"(0.21, 0.48)"
