,,counts,frequencies,CI
deva.Cha,छ,14.0,0.27,"(0.16, 0.42)"
deva.Dha,ध,8.0,0.16,"(0.07, 0.29)"
deva.La,ल,29.0,0.57,"(0.42, 0.71)"
