,,counts,frequencies,CI
deva.Cha,छ,3.0,0.06,"(0.01, 0.16)"
deva.Dha,ध,9.0,0.18,"(0.08, 0.31)"
deva.Ttha,ठ,39.0,0.76,"(0.63, 0.87)"
