,,counts,frequencies,CI
deva.Cha,छ,7.0,0.14,"(0.06, 0.26)"
deva.La,ल,7.0,0.14,"(0.06, 0.26)"
deva.Ttha,ठ,37.0,0.73,"(0.58, 0.84)"
