,,counts,frequencies,CI
deva.Tta,ट,3.0,0.06,"(0.01, 0.16)"
deva.Ttha,ठ,7.0,0.14,"(0.06, 0.26)"
deva.U,उ,41.0,0.8,"(0.67, 0.9)"
