,,counts,frequencies,CI
deva.La,ल,10.0,0.2,"(0.1, 0.33)"
deva.Nga,ङ,36.0,0.71,"(0.56, 0.83)"
deva.U,उ,5.0,0.1,"(0.03, 0.21)"
