,,counts,frequencies,CI
deva.Dha,ध,14.0,0.27,"(0.16, 0.42)"
deva.Ttha,ठ,28.0,0.55,"(0.4, 0.69)"
deva.U,उ,9.0,0.18,"(0.08, 0.31)"
