,,counts,frequencies,CI
deva.Da,द,22.0,0.43,"(0.29, 0.58)"
deva.Tta,ट,2.0,0.04,"(0.0, 0.13)"
deva.Ttha,ठ,27.0,0.53,"(0.38, 0.67)"
