,,counts,frequencies,CI
cyrl.ef,ф,23.0,0.31,"(0.21, 0.42)"
cyrl.em,м,40.0,0.53,"(0.41, 0.65)"
cyrl.ze,з,12.0,0.16,"(0.09, 0.26)"
