,,counts,frequencies,CI
cyrl.em,м,6.0,0.08,"(0.03, 0.17)"
cyrl.i,и,4.0,0.05,"(0.01, 0.13)"
cyrl.ze,з,65.0,0.87,"(0.77, 0.93)"
