,,counts,frequencies,CI
cyrl.be,б,25.0,0.33,"(0.23, 0.45)"
cyrl.i,и,48.0,0.64,"(0.52, 0.75)"
cyrl.ze,з,2.0,0.03,"(0.0, 0.09)"
