,,counts,frequencies,CI
cyrl.ef,ф,33.0,0.44,"(0.33, 0.56)"
cyrl.en,н,33.0,0.44,"(0.33, 0.56)"
cyrl.ie,е,9.0,0.12,"(0.06, 0.22)"
