,,counts,frequencies,CI
cyrl.che,ч,58.0,0.77,"(0.66, 0.86)"
cyrl.em,м,14.0,0.19,"(0.11, 0.29)"
cyrl.i,и,3.0,0.04,"(0.01, 0.11)"
