,,counts,frequencies,CI
cyrl.che,ч,5.0,0.07,"(0.02, 0.15)"
cyrl.ef,ф,56.0,0.75,"(0.63, 0.84)"
cyrl.em,м,14.0,0.19,"(0.11, 0.29)"
