,,counts,frequencies,CI
cyrl.i,и,53.0,0.71,"(0.59, 0.81)"
cyrl.ie,е,7.0,0.09,"(0.04, 0.18)"
cyrl.ze,з,15.0,0.2,"(0.12, 0.31)"
