,,counts,frequencies,CI
cyrl.em,м,7.0,0.09,"(0.04, 0.18)"
cyrl.en,н,2.0,0.03,"(0.0, 0.09)"
cyrl.ze,з,66.0,0.88,"(0.78, 0.94)"
