,,counts,frequencies,CI
cyrl.be,б,38.0,0.51,"(0.39, 0.62)"
cyrl.che,ч,30.0,0.4,"(0.29, 0.52)"
cyrl.ze,з,7.0,0.09,"(0.04, 0.18)"
