,,counts,frequencies,CI
cyrl.en,н,2.0,0.03,"(0.0, 0.09)"
cyrl.i,и,3.0,0.04,"(0.01, 0.11)"
cyrl.ze,з,70.0,0.93,"(0.85, 0.98)"
