,,counts,frequencies,CI
cyrl.ef,ф,69.0,0.92,"(0.83, 0.97)"
cyrl.en,н,1.0,0.01,"(0.0, 0.07)"
cyrl.i,и,5.0,0.07,"(0.02, 0.15)"
