,,counts,frequencies,CI
cyrl.be,б,6.0,0.08,"(0.03, 0.17)"
cyrl.ef,ф,33.0,0.44,"(0.33, 0.56)"
cyrl.ie,е,36.0,0.48,"(0.36, 0.6)"
