,,counts,frequencies,CI
cyrl.ef,ф,22.0,0.29,"(0.19, 0.41)"
cyrl.em,м,40.0,0.53,"(0.41, 0.65)"
cyrl.ie,е,13.0,0.17,"(0.1, 0.28)"
