,,counts,frequencies,CI
cyrl.be,б,34.0,0.45,"(0.34, 0.57)"
cyrl.ie,е,14.0,0.19,"(0.11, 0.29)"
cyrl.ze,з,27.0,0.36,"(0.25, 0.48)"
