,,counts,frequencies,CI
cyrl.che,ч,48.0,0.64,"(0.52, 0.75)"
cyrl.ie,е,11.0,0.15,"(0.08, 0.25)"
cyrl.ze,з,16.0,0.21,"(0.13, 0.32)"
