,,counts,frequencies,CI
cyrl.che,ч,6.0,0.08,"(0.03, 0.17)"
cyrl.i,и,21.0,0.28,"(0.18, 0.4)"
cyrl.ze,з,48.0,0.64,"(0.52, 0.75)"
