,,counts,frequencies,CI
cyrl.che,ч,1.0,0.01,"(0.0, 0.07)"
cyrl.ef,ф,52.0,0.69,"(0.58, 0.79)"
cyrl.i,и,22.0,0.29,"(0.19, 0.41)"
