,,counts,frequencies,CI
cyrl.em,м,52.0,0.69,"(0.58, 0.79)"
cyrl.en,н,14.0,0.19,"(0.11, 0.29)"
cyrl.i,и,9.0,0.12,"(0.06, 0.22)"
