,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.b,39.0,41.0,51.0,51.0
latn.j,14.0,15.0,5.0,5.0
latn.y,8.0,8.0,8.0,8.0
p-value,0.051,0.051,0.051,0.051
