,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.b,6.0,6.0,4.0,6.0
latn.f,8.0,8.0,6.0,9.0
latn.z,60.0,60.0,40.0,59.0
p-value,1.0,1.0,1.0,1.0
