,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.d,4.0,4.0,2.0,3.0
latn.j,72.0,72.0,56.0,73.0
latn.p,1.0,1.0,1.0,1.0
p-value,0.85,0.85,0.85,0.85
