,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.b,4.0,4.0,7.0,7.0
latn.i,49.0,51.0,51.0,51.0
latn.k,8.0,9.0,6.0,6.0
p-value,0.678,0.678,0.678,0.678
