,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.b,54.0,57.0,54.0,54.0
latn.v,1.0,1.0,4.0,4.0
latn.y,6.0,6.0,6.0,6.0
p-value,0.513,0.513,0.513,0.513
