,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.k,53.0,56.0,53.0,53.0
latn.v,0.0,0.0,5.0,5.0
latn.y,8.0,8.0,6.0,6.0
p-value,0.084,0.084,0.084,0.084
