,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.m,4.0,4.0,9.0,10.0
latn.q,60.0,60.0,48.0,51.0
latn.r,3.0,3.0,6.0,6.0
p-value,0.127,0.127,0.127,0.127
