,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.b,8.0,8.0,17.0,17.0
latn.k,10.0,10.0,9.0,9.0
latn.l,43.0,46.0,38.0,38.0
p-value,0.16,0.16,0.16,0.16
