,candara,candara,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.i,0.0,0.0,1.0,1.0
latn.j,3.0,3.0,4.0,4.0
latn.v,58.0,58.0,54.0,56.0
p-value,0.573,0.573,0.573,0.573
