,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.i,20.0,20.0,13.0,19.0
latn.p,19.0,19.0,15.0,22.0
latn.z,35.0,35.0,22.0,33.0
p-value,0.867,0.867,0.867,0.867
