,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.i,0.0,0.0,2.0,2.0
latn.j,3.0,3.0,7.0,7.0
latn.v,58.0,61.0,55.0,55.0
p-value,0.178,0.178,0.178,0.178
