,century-schoolbook,century-schoolbook,georgia,georgia
,original,scaled,original,scaled
latn.d,7.0,8.0,12.0,12.0
latn.j,11.0,12.0,16.0,16.0
latn.v,41.0,44.0,36.0,36.0
p-value,0.339,0.339,0.339,0.339
