,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.b,46.0,48.0,22.0,22.0
latn.j,14.0,15.0,36.0,36.0
latn.l,1.0,1.0,6.0,6.0
p-value,0.0,0.0,0.0,0.0
