,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.m,3.0,3.0,5.0,5.0
latn.r,2.0,2.0,2.0,2.0
latn.y,62.0,62.0,56.0,60.0
p-value,0.803,0.803,0.803,0.803
