,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.d,3.0,3.0,3.0,4.0
latn.p,1.0,1.0,3.0,4.0
latn.v,73.0,73.0,53.0,69.0
p-value,0.364,0.364,0.364,0.364
