,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.g,0.0,0.0,20.0,26.0
latn.n,67.0,67.0,27.0,35.0
latn.q,0.0,0.0,5.0,6.0
p-value,0.0,0.0,0.0,0.0
