,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.p,20.0,20.0,18.0,23.0
latn.r,3.0,3.0,2.0,3.0
latn.x,54.0,54.0,39.0,51.0
p-value,0.895,0.895,0.895,0.895
