,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.p,1.0,1.0,2.0,3.0
latn.q,2.0,2.0,1.0,1.0
latn.z,71.0,71.0,47.0,70.0
p-value,0.811,0.811,0.811,0.811
