,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.g,44.0,44.0,41.0,53.0
latn.h,5.0,5.0,6.0,8.0
latn.r,18.0,18.0,5.0,6.0
p-value,0.052,0.052,0.052,0.052
