,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.n,2.0,2.0,1.0,1.0
latn.q,22.0,22.0,15.0,22.0
latn.z,50.0,50.0,34.0,51.0
p-value,1.0,1.0,1.0,1.0
