,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.d,6.0,6.0,3.0,4.0
latn.p,1.0,1.0,2.0,3.0
latn.r,70.0,70.0,54.0,70.0
p-value,0.618,0.618,0.618,0.618
