,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.b,16.0,17.0,18.0,18.0
latn.i,27.0,28.0,22.0,22.0
latn.y,18.0,19.0,24.0,24.0
p-value,0.474,0.474,0.474,0.474
