,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.q,30.0,30.0,25.0,27.0
latn.r,1.0,1.0,3.0,3.0
latn.z,36.0,36.0,35.0,37.0
p-value,0.553,0.553,0.553,0.553
