,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.b,1.0,1.0,0.0,0.0
latn.f,67.0,67.0,62.0,71.0
latn.q,6.0,6.0,3.0,3.0
p-value,0.502,0.502,0.502,0.502
