,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.f,8.0,8.0,7.0,10.0
latn.q,11.0,11.0,12.0,18.0
latn.z,55.0,55.0,31.0,46.0
p-value,0.347,0.347,0.347,0.347
