,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.n,3.0,3.0,1.0,1.0
latn.q,24.0,24.0,17.0,22.0
latn.z,40.0,40.0,34.0,44.0
p-value,0.697,0.697,0.697,0.697
