,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.g,6.0,6.0,16.0,21.0
latn.q,1.0,1.0,7.0,9.0
latn.y,60.0,60.0,29.0,37.0
p-value,0.0,0.0,0.0,0.0
