,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.d,5.0,5.0,1.0,1.0
latn.j,66.0,66.0,51.0,67.0
latn.o,6.0,6.0,7.0,9.0
p-value,0.349,0.349,0.349,0.349
