,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.d,30.0,31.0,52.0,52.0
latn.j,19.0,20.0,8.0,8.0
latn.y,12.0,13.0,4.0,4.0
p-value,0.001,0.001,0.001,0.001
